Country/Region,ObservationDate,Province/State,Confirmed,Deaths,Recovered
India,8/20/2020,Andaman and Nicobar Islands,2680,31,1638
India,8/20/2020,Andhra Pradesh,325396,3001,235218
India,8/20/2020,Arunachal Pradesh,3066,5,2093
India,8/20/2020,Assam,86052,221,63120
India,8/20/2020,Bihar,114941,492,87660
India,8/20/2020,Chandigarh,2515,31,1390
India,8/20/2020,Chhattisgarh,18501,168,11739
India,8/20/2020,Dadra and Nagar Haveli and Daman and Diu,2030,2,1627
India,8/20/2020,Delhi,157354,4257,141826
India,8/20/2020,Goa,13099,126,9063
India,8/20/2020,Gujarat,83109,2853,65946
India,8/20/2020,Haryana,50926,578,42793
India,8/20/2020,Himachal Pradesh,4538,23,3085
India,8/20/2020,Jammu and Kashmir,30717,578,23225
India,8/20/2020,Jharkhand,26753,286,17057
India,8/20/2020,Karnataka,256975,4429,170381
India,8/20/2020,Kerala,52199,191,33824
India,8/20/2020,Ladakh,2077,18,1436
India,8/20/2020,Lakshadweep,0,0,0
India,8/20/2020,Madhya Pradesh,49493,1171,37540
India,8/20/2020,Maharashtra,643289,21359,459124
India,8/20/2020,Manipur,4925,18,3002
India,8/20/2020,Meghalaya,1661,6,730
India,8/20/2020,Mizoram,895,0,402
India,8/20/2020,Nagaland,3583,8,1921
India,8/20/2020,Odisha,70020,380,48577
India,8/20/2020,Puducherry,9292,137,5634
India,8/20/2020,Punjab,37824,957,23037
India,8/20/2020,Rajasthan,66619,921,51190
India,8/20/2020,Sikkim,1290,3,827
India,8/20/2020,Tamil Nadu,361435,6239,301913
India,8/20/2020,Telangana,99391,737,76967
India,8/20/2020,Tripura,8091,69,5649
India,8/20/2020,Unknown,0,0,0
India,8/20/2020,Uttar Pradesh,172334,2733,121090
India,8/20/2020,Uttarakhand,13636,187,9433
India,8/20/2020,West Bengal,129119,2634,98789
Indonesia,8/20/2020,,147211,6418,100674
Iran,8/20/2020,,352558,20264,304236
Iraq,8/20/2020,,192797,6208,137200
Ireland,8/20/2020,,27676,1776,23364
Israel,8/20/2020,,99599,795,74579
Italy,8/20/2020,Abruzzo,3581,472,2841
Italy,8/20/2020,Basilicata,494,28,393
Italy,8/20/2020,Calabria,1377,97,1129
Italy,8/20/2020,Campania,5456,440,4345
Italy,8/20/2020,Emilia-Romagna,30626,4455,24355
Italy,8/20/2020,Friuli Venezia Giulia,3547,348,2977
Italy,8/20/2020,Lazio,9411,872,6999
Italy,8/20/2020,Liguria,10562,1571,8636
Italy,8/20/2020,Lombardia,97718,16846,75449
Italy,8/20/2020,Marche,7078,987,5874
Italy,8/20/2020,Molise,507,23,429
Italy,8/20/2020,P.A. Bolzano,2832,292,2401
Italy,8/20/2020,P.A. Trento,5012,405,4563
Italy,8/20/2020,Piemonte,32221,4142,27102
Italy,8/20/2020,Puglia,4935,555,3991
Italy,8/20/2020,Sardegna,1567,134,1262
Italy,8/20/2020,Sicilia,3875,286,2799
Italy,8/20/2020,Toscana,10984,1139,9044
Italy,8/20/2020,Umbria,1580,80,1388
Italy,8/20/2020,Valle d'Aosta,1221,146,1064
Italy,8/20/2020,Veneto,21534,2100,17645
Ivory Coast,8/20/2020,,17249,112,14611
Jamaica,8/20/2020,,1290,15,788
Japan,8/20/2020,Aichi,3982,48,2557
Japan,8/20/2020,Akita,45,0,31
Japan,8/20/2020,Aomori,36,1,31
Japan,8/20/2020,Chiba,2640,58,2063
Japan,8/20/2020,Ehime,111,6,95
Japan,8/20/2020,Fukui,157,8,141
Japan,8/20/2020,Fukuoka,3902,46,2761
Japan,8/20/2020,Fukushima,120,0,90
Japan,8/20/2020,Gifu,532,8,458
Japan,8/20/2020,Gunma,351,19,193
Japan,8/20/2020,Hiroshima,441,3,402
Japan,8/20/2020,Hokkaido,1660,103,1407
Japan,8/20/2020,Hyogo,2035,48,1618
Japan,8/20/2020,Ibaraki,483,11,387
Japan,8/20/2020,Ishikawa,524,30,334
Japan,8/20/2020,Iwate,11,0,4
Japan,8/20/2020,Kagawa,71,1,56
Japan,8/20/2020,Kagoshima,340,8,258
Japan,8/20/2020,Kanagawa,4189,107,3320
Japan,8/20/2020,Kochi,105,3,80
Japan,8/20/2020,Kumamoto,442,7,316
Japan,8/20/2020,Kyoto,1243,21,943
Japan,8/20/2020,Mie,317,2,199
Japan,8/20/2020,Miyagi,189,2,176
Japan,8/20/2020,Miyazaki,324,1,207
Japan,8/20/2020,Nagano,153,0,128
Japan,8/20/2020,Nagasaki,191,3,36
Japan,8/20/2020,Nara,462,3,325
Japan,8/20/2020,Niigata,137,0,124
Japan,8/20/2020,Oita,134,1,86
Japan,8/20/2020,Okayama,131,0,90
Japan,8/20/2020,Okinawa,1808,17,934
Japan,8/20/2020,Osaka,7420,123,5448
Japan,8/20/2020,Port Quarantine,735,1,480
Japan,8/20/2020,Saga,206,0,155
Japan,8/20/2020,Saitama,3418,85,2716
Japan,8/20/2020,Shiga,366,4,248
Japan,8/20/2020,Shimane,134,0,51
Japan,8/20/2020,Shizuoka,433,1,362
Japan,8/20/2020,Tochigi,286,1,242
Japan,8/20/2020,Tokushima,97,2,41
Japan,8/20/2020,Tokyo,18617,347,14812
Japan,8/20/2020,Tottori,22,0,11
Japan,8/20/2020,Toyama,334,22,248
Japan,8/20/2020,Unknown,8,0,8
Japan,8/20/2020,Wakayama,219,4,174
Japan,8/20/2020,Yamagata,77,1,76
Japan,8/20/2020,Yamaguchi,100,0,67
Japan,8/20/2020,Yamanashi,162,1,121
Jordan,8/20/2020,,1498,11,1261
Kazakhstan,8/20/2020,,104071,1415,87920
Kenya,8/20/2020,,31441,516,17869
Kosovo,8/20/2020,,11545,390,7343
Kuwait,8/20/2020,,78767,509,70642
Kyrgyzstan,8/20/2020,,42507,1498,35486
Laos,8/20/2020,,22,0,19
Latvia,8/20/2020,,1327,33,1093
Lebanon,8/20/2020,,10952,113,3040
Lesotho,8/20/2020,,996,30,423
Liberia,8/20/2020,,1284,82,803
Libya,8/20/2020,,9707,173,1047
Liechtenstein,8/20/2020,,99,1,88
Lithuania,8/20/2020,,2528,82,1747
Luxembourg,8/20/2020,,7637,124,6903
MS Zaandam,8/20/2020,,9,2,0
Macau,8/20/2020,Macau,46,0,46
Madagascar,8/20/2020,,14154,177,13038
Mainland China,8/20/2020,Anhui,991,6,985
Mainland China,8/20/2020,Beijing,935,9,924
Mainland China,8/20/2020,Chongqing,583,6,577
Mainland China,8/20/2020,Fujian,370,1,365
Mainland China,8/20/2020,Gansu,169,2,167
Mainland China,8/20/2020,Guangdong,1725,8,1695
Mainland China,8/20/2020,Guangxi,255,2,253
Mainland China,8/20/2020,Guizhou,147,2,145
Mainland China,8/20/2020,Hainan,171,6,165
Mainland China,8/20/2020,Hebei,351,6,343
Mainland China,8/20/2020,Heilongjiang,948,13,934
Mainland China,8/20/2020,Henan,1276,22,1254
Mainland China,8/20/2020,Hubei,68139,4512,63626
Mainland China,8/20/2020,Hunan,1019,4,1015
Mainland China,8/20/2020,Inner Mongolia,260,1,256
Mainland China,8/20/2020,Jiangsu,665,0,656
Mainland China,8/20/2020,Jiangxi,935,1,931
Mainland China,8/20/2020,Jilin,157,2,155
Mainland China,8/20/2020,Liaoning,261,2,245
Mainland China,8/20/2020,Ningxia,75,0,75
Mainland China,8/20/2020,Qinghai,18,0,18
Mainland China,8/20/2020,Shaanxi,358,3,339
Mainland China,8/20/2020,Shandong,827,7,794
Mainland China,8/20/2020,Shanghai,862,7,777
Mainland China,8/20/2020,Shanxi,201,0,201
Mainland China,8/20/2020,Sichuan,628,3,610
Mainland China,8/20/2020,Tianjin,216,3,202
Mainland China,8/20/2020,Tibet,1,0,1
Mainland China,8/20/2020,Xinjiang,902,3,625
Mainland China,8/20/2020,Yunnan,195,2,189
Mainland China,8/20/2020,Zhejiang,1277,1,1268
Malawi,8/20/2020,,5282,165,2883
Malaysia,8/20/2020,,9240,125,8932
Maldives,8/20/2020,,6370,24,3915
Mali,8/20/2020,,2667,125,1993
Malta,8/20/2020,,1510,9,802
Mauritania,8/20/2020,,6848,158,6123
Mauritius,8/20/2020,,346,10,334
Mexico,8/20/2020,Aguascalientes,4968,357,4258
Mexico,8/20/2020,Baja California,15689,2968,11974
Mexico,8/20/2020,Baja California Sur,6728,290,5365
Mexico,8/20/2020,Campeche,5265,716,4399
Mexico,8/20/2020,Chiapas,6114,980,5019
Mexico,8/20/2020,Chihuahua,7021,1056,5360
Mexico,8/20/2020,Ciudad de Mexico,89421,10038,73068
Mexico,8/20/2020,Coahuila,18846,1187,15363
Mexico,8/20/2020,Colima,3044,345,2096
Mexico,8/20/2020,Durango,5611,388,4508
Mexico,8/20/2020,Guanajuato,28023,1482,23801
Mexico,8/20/2020,Guerrero,13752,1572,11284
Mexico,8/20/2020,Hidalgo,9218,1428,6846
Mexico,8/20/2020,Jalisco,17587,2114,13661
Mexico,8/20/2020,Mexico,63194,7535,51493
Mexico,8/20/2020,Michoacan,13084,1025,10762
Mexico,8/20/2020,Morelos,4813,939,3541
Mexico,8/20/2020,Nayarit,4517,516,3509
Mexico,8/20/2020,Nuevo Leon,25306,1950,20690
Mexico,8/20/2020,Oaxaca,12738,1172,10778
Mexico,8/20/2020,Puebla,25064,3236,20314
Mexico,8/20/2020,Queretaro,5278,627,4017
Mexico,8/20/2020,Quintana Roo,9589,1276,7623
Mexico,8/20/2020,San Luis Potosi,15147,934,12695
Mexico,8/20/2020,Sinaloa,15020,2610,11743
Mexico,8/20/2020,Sonora,20385,2461,17146
Mexico,8/20/2020,Tabasco,26500,2425,22850
Mexico,8/20/2020,Tamaulipas,22022,1656,18705
Mexico,8/20/2020,Tlaxcala,5847,847,4694
Mexico,8/20/2020,Veracruz,26372,3393,21211
Mexico,8/20/2020,Yucatan,13211,1192,10753
Mexico,8/20/2020,Zacatecas,4432,391,3256
Moldova,8/20/2020,,31937,921,21885
Monaco,8/20/2020,,150,4,115
Mongolia,8/20/2020,,298,0,283
Montenegro,8/20/2020,,4229,81,3186
Morocco,8/20/2020,,47638,775,32806
Mozambique,8/20/2020,,3115,20,1380
Namibia,8/20/2020,,4912,41,2442
Nepal,8/20/2020,,29645,126,17964
Netherlands,8/20/2020,Aruba,1387,6,277
Netherlands,8/20/2020,"Bonaire, Sint Eustatius and Saba",13,0,7
Netherlands,8/20/2020,Curacao,36,1,31
Netherlands,8/20/2020,Drenthe,590,41,0
Netherlands,8/20/2020,Flevoland,1204,93,0
Netherlands,8/20/2020,Friesland,767,69,0
Netherlands,8/20/2020,Gelderland,7050,686,0
Netherlands,8/20/2020,Groningen,533,17,0
Netherlands,8/20/2020,Limburg,5175,754,0
Netherlands,8/20/2020,Noord-Brabant,11380,1546,0
Netherlands,8/20/2020,Noord-Holland,10996,823,0
Netherlands,8/20/2020,Overijssel,3369,312,0
Netherlands,8/20/2020,Sint Maarten,353,17,146
Netherlands,8/20/2020,Unknown,593,18,0
Netherlands,8/20/2020,Utrecht,5055,432,0
Netherlands,8/20/2020,Zeeland,987,69,0
Netherlands,8/20/2020,Zuid-Holland,17355,1331,0
New Zealand,8/20/2020,,1665,22,1538
Nicaragua,8/20/2020,,4311,133,2913
Niger,8/20/2020,,1169,69,1082
Nigeria,8/20/2020,,50964,992,37569
North Macedonia,8/20/2020,,13194,554,9752
Norway,8/20/2020,,10197,264,9150
Oman,8/20/2020,,83769,609,78386
Pakistan,8/20/2020,Azad Jammu and Kashmir,2219,61,2057
Pakistan,8/20/2020,Balochistan,12403,139,11273
Pakistan,8/20/2020,Gilgit-Baltistan,2583,63,2224
Pakistan,8/20/2020,Islamabad,15425,175,13836
Pakistan,8/20/2020,Khyber Pakhtunkhwa,35468,1242,32711
Pakistan,8/20/2020,Punjab,95800,2186,90210
Pakistan,8/20/2020,Sindh,127060,2343,120493
Panama,8/20/2020,,83855,1844,59174
Papua New Guinea,8/20/2020,,361,4,198
Paraguay,8/20/2020,,11817,170,6783
Peru,8/20/2020,Amazonas,8670,186,0
Peru,8/20/2020,Ancash,15894,1113,0
Peru,8/20/2020,Apurimac,1964,55,0
Peru,8/20/2020,Arequipa,25174,1030,0
Peru,8/20/2020,Ayacucho,6435,210,0
Peru,8/20/2020,Cajamarca,11609,358,0
Peru,8/20/2020,Callao,25165,1488,0
Peru,8/20/2020,Cusco,9776,224,0
Peru,8/20/2020,Huancavelica,3531,62,0
Peru,8/20/2020,Huanuco,10032,301,0
Peru,8/20/2020,Ica,17348,1389,0
Peru,8/20/2020,Junin,12292,568,0
Peru,8/20/2020,La Libertad,19823,1961,0
Peru,8/20/2020,Lambayeque,20250,1558,0
Peru,8/20/2020,Lima,275432,11845,0
Peru,8/20/2020,Loreto,13684,851,0
Peru,8/20/2020,Madre de Dios,4896,128,0
Peru,8/20/2020,Moquegua,6880,193,0
Peru,8/20/2020,Pasco,3187,76,0
Peru,8/20/2020,Piura,25007,1760,0
Peru,8/20/2020,Puno,6192,173,0
Peru,8/20/2020,San Martin,11634,642,0
Peru,8/20/2020,Tacna,6078,110,0
Peru,8/20/2020,Tumbes,5215,268,0
Peru,8/20/2020,Ucayali,12252,285,0
Peru,8/20/2020,Unknown,0,0,380730
Philippines,8/20/2020,,178022,2883,114114
Poland,8/20/2020,,59378,1925,40481
Portugal,8/20/2020,,54992,1788,40264
Qatar,8/20/2020,,116224,193,112924
Romania,8/20/2020,,74963,3154,34196
Russia,8/20/2020,Adygea Republic,3179,24,2654
Russia,8/20/2020,Altai Krai,10968,108,9366
Russia,8/20/2020,Altai Republic,1903,7,1651
Russia,8/20/2020,Amur Oblast,3140,47,2711
Russia,8/20/2020,Arkhangelsk Oblast,10059,241,8707
Russia,8/20/2020,Astrakhan Oblast,5294,62,4516
Russia,8/20/2020,Bashkortostan Republic,7435,27,6586
Russia,8/20/2020,Belgorod Oblast,6901,51,6022
Russia,8/20/2020,Bryansk Oblast,7904,35,6434
Russia,8/20/2020,Buryatia Republic,4731,43,4135
Russia,8/20/2020,Chechen Republic,2209,37,1505
Russia,8/20/2020,Chelyabinsk Oblast,12946,101,8617
Russia,8/20/2020,Chukotka Autonomous Okrug,165,2,158
Russia,8/20/2020,Chuvashia Republic,7414,68,6074
Russia,8/20/2020,Dagestan Republic,10272,477,9175
Russia,8/20/2020,Ingushetia Republic,4116,76,3617
Russia,8/20/2020,Irkutsk Oblast,15880,239,11722
Russia,8/20/2020,Ivanovo Oblast,7009,112,5797
Russia,8/20/2020,Jewish Autonomous Okrug,587,9,525
Russia,8/20/2020,Kabardino-Balkarian Republic,6289,75,5910
Russia,8/20/2020,Kaliningrad Oblast,3194,55,2571
Russia,8/20/2020,Kalmykia Republic,3530,48,2406
Russia,8/20/2020,Kaluga Oblast,7728,60,6512
Russia,8/20/2020,Kamchatka Krai,3667,42,3107
Russia,8/20/2020,Karachay-Cherkess Republic,4709,26,4058
Russia,8/20/2020,Karelia Republic,2782,15,1894
Russia,8/20/2020,Kemerovo Oblast,5398,21,3789
Russia,8/20/2020,Khabarovsk Krai,9304,83,7208
Russia,8/20/2020,Khakassia Republic,3214,39,2952
Russia,8/20/2020,Khanty-Mansi Autonomous Okrug,18831,154,16989
Russia,8/20/2020,Kirov Oblast,5862,90,4700
Russia,8/20/2020,Komi Republic,6224,76,5116
Russia,8/20/2020,Kostroma Oblast,3043,37,2096
Russia,8/20/2020,Krasnodar Krai,10245,151,8620
Russia,8/20/2020,Krasnoyarsk Krai,15631,403,12732
Russia,8/20/2020,Kurgan Oblast,2729,16,2353
Russia,8/20/2020,Kursk Oblast,6777,51,5600
Russia,8/20/2020,Leningrad Oblast,6484,70,4787
Russia,8/20/2020,Lipetsk Oblast,4883,25,4424
Russia,8/20/2020,Magadan Oblast,1721,16,1321
Russia,8/20/2020,Mari El Republic,4078,36,3628
Russia,8/20/2020,Mordovia Republic,5109,38,3987
Russia,8/20/2020,Moscow,255136,4698,201567
Russia,8/20/2020,Moscow Oblast,66541,1157,50060
Russia,8/20/2020,Murmansk Oblast,12108,133,9287
Russia,8/20/2020,Nenets Autonomous Okrug,299,0,110
Russia,8/20/2020,Nizhny Novgorod Oblast,26264,441,23322
Russia,8/20/2020,North Ossetia - Alania Republic,4725,67,4305
Russia,8/20/2020,Novgorod Oblast,4113,72,2952
Russia,8/20/2020,Novosibirsk Oblast,10819,329,9527
Russia,8/20/2020,Omsk Oblast,8839,141,6696
Russia,8/20/2020,Orel Oblast,6558,101,5050
Russia,8/20/2020,Orenburg Oblast,8981,69,7400
Russia,8/20/2020,Penza Oblast,7495,100,7137
Russia,8/20/2020,Perm Krai,7234,194,5088
Russia,8/20/2020,Primorsky Krai,8703,99,6980
Russia,8/20/2020,Pskov Oblast,4279,60,3094
Russia,8/20/2020,Rostov Oblast,15504,301,13003
Russia,8/20/2020,Ryazan Oblast,6855,39,6075
Russia,8/20/2020,Saint Petersburg,34647,2308,24876
Russia,8/20/2020,Sakha (Yakutiya) Republic,6893,69,5726
Russia,8/20/2020,Sakhalin Oblast,3811,0,2141
Russia,8/20/2020,Samara Oblast,7750,122,5966
Russia,8/20/2020,Saratov Oblast,11308,67,7196
Russia,8/20/2020,Smolensk Oblast,5992,122,5009
Russia,8/20/2020,Stavropol Krai,10609,206,7072
Russia,8/20/2020,Sverdlovsk Oblast,23981,388,19317
Russia,8/20/2020,Tambov Oblast,6499,44,5435
Russia,8/20/2020,Tatarstan Republic,6191,31,5062
Russia,8/20/2020,Tomsk Oblast,5150,57,3955
Russia,8/20/2020,Tula Oblast,8941,301,7658
Russia,8/20/2020,Tver Oblast,5140,175,4036
Russia,8/20/2020,Tyumen Oblast,7228,28,6785
Russia,8/20/2020,Tyva Republic,6567,60,5829
Russia,8/20/2020,Udmurt Republic,2876,36,2387
Russia,8/20/2020,Ulyanovsk Oblast,11124,76,8055
Russia,8/20/2020,Vladimir Oblast,6042,191,5326
Russia,8/20/2020,Volgograd Oblast,11023,82,7343
Russia,8/20/2020,Vologda Oblast,3018,30,2519
Russia,8/20/2020,Voronezh Oblast,13053,103,11561
Russia,8/20/2020,Yamalo-Nenets Autonomous Okrug,12829,85,12131
Russia,8/20/2020,Yaroslavl Oblast,6810,32,6059
Russia,8/20/2020,Zabaykalsky Krai,4354,51,4039
Rwanda,8/20/2020,,2717,11,1705
Saint Kitts and Nevis,8/20/2020,,17,0,17
Saint Lucia,8/20/2020,,26,0,25
Saint Vincent and the Grenadines,8/20/2020,,58,0,56
San Marino,8/20/2020,,704,42,657
Sao Tome and Principe,8/20/2020,,888,15,829
Saudi Arabia,8/20/2020,,303973,3548,275476
Senegal,8/20/2020,,12559,261,8050
Serbia,8/20/2020,,30209,689,0
Seychelles,8/20/2020,,132,0,126
Sierra Leone,8/20/2020,,1969,69,1536
Singapore,8/20/2020,,56099,27,53119
Slovakia,8/20/2020,,3102,33,2014
Slovenia,8/20/2020,,2536,129,2079
Somalia,8/20/2020,,3265,93,2396
South Africa,8/20/2020,,599940,12618,497169
South Korea,8/20/2020,,16670,309,14120
South Sudan,8/20/2020,,2494,47,1290
Spain,8/20/2020,Andalusia,22107,1456,10671
Spain,8/20/2020,Aragon,23251,1096,3772
Spain,8/20/2020,Asturias,2933,334,1063
Spain,8/20/2020,Baleares,5100,227,1533
Spain,8/20/2020,C. Valenciana,18647,1446,9970
Spain,8/20/2020,Canarias,4114,166,1537
Spain,8/20/2020,Cantabria,3240,221,2287
Spain,8/20/2020,Castilla - La Mancha,20828,3038,6392
Spain,8/20/2020,Castilla y Leon,24400,2810,8716
Spain,8/20/2020,Catalonia,97234,5722,26203
Spain,8/20/2020,Ceuta,202,4,163
Spain,8/20/2020,Extremadura,4085,523,2652
Spain,8/20/2020,Galicia,11638,625,9204
Spain,8/20/2020,La Rioja,4790,367,3107
Spain,8/20/2020,Madrid,99529,8526,40736
Spain,8/20/2020,Melilla,217,2,125
Spain,8/20/2020,Murcia,3909,152,2180
Spain,8/20/2020,Navarra,8454,532,3905
Spain,8/20/2020,Pais Vasco,23228,1566,16160
Spain,8/20/2020,Unknown,0,0,0
Sri Lanka,8/20/2020,,2918,11,2765
Sudan,8/20/2020,,12582,812,6456
Suriname,8/20/2020,,3366,55,2383
Sweden,8/20/2020,Blekinge,587,16,0
Sweden,8/20/2020,Dalarna,2074,174,0
Sweden,8/20/2020,Gavleborg,3238,162,0
Sweden,8/20/2020,Gotland,311,6,0
Sweden,8/20/2020,Halland,2018,81,0
Sweden,8/20/2020,Jamtland Harjedalen,1171,62,0
Sweden,8/20/2020,Jonkoping,4887,181,0
Sweden,8/20/2020,Kalmar,837,63,0
Sweden,8/20/2020,Kronoberg,1338,104,0
Sweden,8/20/2020,Norrbotten,1653,88,0
Sweden,8/20/2020,Orebro,2638,171,0
Sweden,8/20/2020,Ostergotland,3723,262,0
Sweden,8/20/2020,Skane,4326,282,0
Sweden,8/20/2020,Sormland,2427,253,0
Sweden,8/20/2020,Stockholm,24335,2392,0
Sweden,8/20/2020,Uppsala,3706,241,0
Sweden,8/20/2020,Varmland,1148,73,0
Sweden,8/20/2020,Vasterbotten,974,31,0
Sweden,8/20/2020,Vasternorrland,1860,132,0
Sweden,8/20/2020,Vastmanland,2746,183,0
Sweden,8/20/2020,Vastra Gotaland,19813,848,0
Switzerland,8/20/2020,,39026,1998,33900
Syria,8/20/2020,,2008,82,460
Taiwan,8/20/2020,,486,7,457
Tajikistan,8/20/2020,,8203,66,7006
Tanzania,8/20/2020,,509,21,183
Thailand,8/20/2020,,3389,58,3218
Timor-Leste,8/20/2020,,25,0,25
Togo,8/20/2020,,1212,27,878
Trinidad and Tobago,8/20/2020,,767,12,140
Tunisia,8/20/2020,,2543,63,1397
Turkey,8/20/2020,,254520,6058,234797
UK,8/20/2020,Anguilla,3,0,3
UK,8/20/2020,Bermuda,166,9,147
UK,8/20/2020,British Virgin Islands,11,1,8
UK,8/20/2020,Cayman Islands,205,1,202
UK,8/20/2020,Channel Islands,613,48,545
UK,8/20/2020,England,278551,36763,0
UK,8/20/2020,Falkland Islands (Malvinas),13,0,13
UK,8/20/2020,Gibraltar,229,0,200
UK,8/20/2020,Isle of Man,336,24,312
UK,8/20/2020,Montserrat,13,1,12
UK,8/20/2020,Northern Ireland,6556,559,0
UK,8/20/2020,Scotland,19534,2492,0
UK,8/20/2020,Turks and Caicos Islands,334,2,102
UK,8/20/2020,Unknown,0,0,0
UK,8/20/2020,Wales,17639,1589,0
US,8/20/2020,Alabama,112449,1974,0
US,8/20/2020,Alaska,4520,29,0
US,8/20/2020,Arizona,196280,4684,0
US,8/20/2020,Arkansas,54765,641,0
US,8/20/2020,California,652267,11810,0
US,8/20/2020,Colorado,54211,1903,0
US,8/20/2020,Connecticut,51432,4458,0
US,8/20/2020,Delaware,16718,595,0
US,8/20/2020,Diamond Princess cruise ship,49,0,0
US,8/20/2020,District of Columbia,13409,601,0
US,8/20/2020,Florida,588602,10049,0
US,8/20/2020,Georgia,246741,4904,0
US,8/20/2020,Grand Princess,103,3,0
US,8/20/2020,Guam,704,6,0
US,8/20/2020,Hawaii,5844,45,0
US,8/20/2020,Idaho,29110,296,0
US,8/20/2020,Illinois,215052,8044,0
US,8/20/2020,Indiana,83277,3191,0
US,8/20/2020,Iowa,54533,1016,0
US,8/20/2020,Kansas,35907,419,0
US,8/20/2020,Kentucky,41626,856,0
US,8/20/2020,Louisiana,140821,4637,0
US,8/20/2020,Maine,4253,128,0
US,8/20/2020,Maryland,102229,3669,0
US,8/20/2020,Massachusetts,124728,8888,0
US,8/20/2020,Michigan,104618,6634,0
US,8/20/2020,Minnesota,67308,1791,0
US,8/20/2020,Mississippi,75449,2190,0
US,8/20/2020,Missouri,72353,1442,0
US,8/20/2020,Montana,6072,89,0
US,8/20/2020,Nebraska,31348,373,0
US,8/20/2020,Nevada,63584,1172,0
US,8/20/2020,New Hampshire,7050,428,0
US,8/20/2020,New Jersey,188527,15932,0
US,8/20/2020,New Mexico,23951,734,0
US,8/20/2020,New York,427803,32861,0
US,8/20/2020,North Carolina,149904,2465,0
US,8/20/2020,North Dakota,9242,130,0
US,8/20/2020,Northern Mariana Islands,54,2,0
US,8/20/2020,Ohio,112003,3929,0
US,8/20/2020,Oklahoma,50669,709,0
US,8/20/2020,Oregon,24165,412,0
US,8/20/2020,Pennsylvania,131692,7520,0
US,8/20/2020,Puerto Rico,28143,367,0
US,8/20/2020,Recovered,0,0,1947035
US,8/20/2020,Rhode Island,20871,1028,0
US,8/20/2020,South Carolina,109320,2401,0
US,8/20/2020,South Dakota,10691,157,0
US,8/20/2020,Tennessee,139175,1488,0
US,8/20/2020,Texas,579892,11174,0
US,8/20/2020,Utah,47982,381,0
US,8/20/2020,Vermont,1537,58,0
US,8/20/2020,Virgin Islands,869,10,0
US,8/20/2020,Virginia,109879,2427,0
US,8/20/2020,Washington,69389,1837,0
US,8/20/2020,West Virginia,8987,167,0
US,8/20/2020,Wisconsin,68233,1067,0
US,8/20/2020,Wyoming,3457,34,0
Uganda,8/20/2020,,1750,19,1194
Ukraine,8/20/2020,Cherkasy Oblast,1200,37,861
Ukraine,8/20/2020,Chernihiv Oblast,1314,22,564
Ukraine,8/20/2020,Chernivtsi Oblast,8297,248,5708
Ukraine,8/20/2020,Crimea Republic*,1833,26,1305
Ukraine,8/20/2020,Dnipropetrovsk Oblast,1873,40,1176
Ukraine,8/20/2020,Donetsk Oblast,1156,16,847
Ukraine,8/20/2020,Ivano-Frankivsk Oblast,7290,181,2952
Ukraine,8/20/2020,Kharkiv Oblast,6849,171,2746
Ukraine,8/20/2020,Kherson Oblast,321,7,221
Ukraine,8/20/2020,Khmelnytskyi Oblast,1768,33,1172
Ukraine,8/20/2020,Kiev,11172,158,3585
Ukraine,8/20/2020,Kiev Oblast,4727,83,3262
Ukraine,8/20/2020,Kirovohrad Oblast,749,44,669
Ukraine,8/20/2020,Luhansk Oblast,204,1,133
Ukraine,8/20/2020,Lviv Oblast,12631,344,3551
Ukraine,8/20/2020,Mykolaiv Oblast,893,18,521
Ukraine,8/20/2020,Odessa Oblast,5408,82,1612
Ukraine,8/20/2020,Poltava Oblast,594,16,432
Ukraine,8/20/2020,Rivne Oblast,8091,115,5876
Ukraine,8/20/2020,Sevastopol*,440,15,340
Ukraine,8/20/2020,Sumy Oblast,1078,16,499
Ukraine,8/20/2020,Ternopil Oblast,4116,50,2650
Ukraine,8/20/2020,Vinnytsia Oblast,3405,72,2544
Ukraine,8/20/2020,Volyn Oblast,4929,108,3565
Ukraine,8/20/2020,Zakarpattia Oblast,6662,243,2866
Ukraine,8/20/2020,Zaporizhia Oblast,1213,24,746
Ukraine,8/20/2020,Zhytomyr Oblast,2597,55,1683
United Arab Emirates,8/20/2020,,65802,369,58153
Uruguay,8/20/2020,,1506,41,1242
Uzbekistan,8/20/2020,,37547,252,33261
Venezuela,8/20/2020,,37567,311,26330
Vietnam,8/20/2020,,1007,25,542
West Bank and Gaza,8/20/2020,,17989,120,10682
Western Sahara,8/20/2020,,10,1,8
Yemen,8/20/2020,,1899,541,1058
Zambia,8/20/2020,,10372,274,9126
Zimbabwe,8/20/2020,,5745,151,4525
Afghanistan,8/21/2020,,37894,1385,28016
Albania,8/21/2020,,8119,240,4096
Algeria,8/21/2020,,40667,1418,28587
Andorra,8/21/2020,,1045,53,875
Angola,8/21/2020,,2068,94,804
Antigua and Barbuda,8/21/2020,,94,3,89
Argentina,8/21/2020,,329043,6730,239806
Armenia,8/21/2020,,42477,842,35693
Australia,8/21/2020,Australian Capital Territory,113,3,110
Australia,8/21/2020,New South Wales,3981,52,2994
Australia,8/21/2020,Northern Territory,33,0,31
Australia,8/21/2020,Queensland,1103,6,1082
Australia,8/21/2020,South Australia,462,4,452
Australia,8/21/2020,Tasmania,230,13,216
Australia,8/21/2020,Victoria,18029,398,12940
Australia,8/21/2020,Western Australia,651,9,633
